Dates,News,Sentiment label 
30-04-2014,Gold slips on heavy unwinding; silver extends losses,negative
03-10-2004,spot gold quoted at $418.10 in asia trade,positive
09-11-2012,"stocks, bonds taker a breather; gold, oil dollar rally",positive
16-11-2016,"Dec. gold down 60 cents, or less than 0.1%, to end at $1,223.90/oz",negative
30-10-2008,"dec. gold ends down $15.50, or 2.1%, at $738.50 an ounce",negative
18-01-2005,compania de minas commits 2.7m ounces of gold,none
06-09-2017,"gold halts 3-day rise, sheds rs 50 on weak demand",positive
13-06-2003,"gold futures close up on session, down on week",positive
03-11-2017,"Gold prices end at a nearly 3-month low, down 0.2% for the week",negative
09-02-2001,"gold shares climb, futures prices fall",positive
11-03-2010,"crude oil, gold lower after jobless, trade data",negative
31-05-2018,"dubai : vat impact on gold, diamonds to be reduced between registered dealers: fta",none
10-08-2005,"dec gold closes at $442/oz, up $2.20, or 0.5%",positive
18-09-2014,Gold prices dip in Asia as investors keep focus on Fed,negative
06-09-2011,"spot gold hits new record at $1,920",positive
17-10-2006,gold futures lose $5 an ounce for the session,negative
12-04-2005,glamis gold q1 gold output up 84%,none
10-01-2017,"Feb. gold down 70 cents, or less than 0.1%, at $1,184.20/oz",negative
08-05-2018,"lebanon central bank governor on elections, reforms, gold",none
29-03-2001,palladium and gold prices decline,negative
14-01-2011,"gold declines on global cues, silver slumps to one month low",negative
10-07-2012,gold may trade in rs 29500-29750 range: nirmal bang,neutral
07-06-2000,gold slips after four days of gains,negative
26-01-2004,gold veterans brace for rough ride,negative
27-11-2017,Gold settles higher to recoup most of last week's loss,positive
27-11-2009,"dec. gold falls $5.50 to $1,181.50/oz on globex",negative
22-05-2013,gold edges higher on good retail demand; silver rallies,positive
26-10-2012,"gold futures fall at the close, lose 0.7% on week",negative
04-08-2017,"December gold finishes down 0.8% at $1,264.60/oz.",negative
01-11-2017,"Gold settles higher, extends gains in electronic trading after Fed statement",positive
06-09-2013,gold weak globally; good sell for investors: motilal oswal,negative
10-05-2011,gold and silver are doomed,negative
06-09-2017,Gold prices are expected to trade positive: Sushil Finance,positive
16-11-2018,france chases london's gold market amid soft-brexit hopes,none
21-09-2018,gold prices end at 1-week low as stocks hit records and the u.s. dollar regains buoyancy,negative
04-04-2014,"june gold up $20.60, or 1.6%, to $1,305.20/oz",positive
16-08-2018,bearish gold sentiment presents long-term buying opportunity,positive
21-06-2013,gold below &#36;1250/oz may shut down mines: scotia moccata,negative
02-04-2012,government slashes import tariff value of gold to $539/10 grams,none
21-05-2010,"oil futures fluctuate, gold pares losses",negative
31-01-2017,"Gold futures hit highs above $1,217/oz as the U.S. dollar and equities decline",positive
14-11-2018,Gold edges up as dollar drifts away from multi-month high,positive
04-12-2006,gold futures end the session with a modest gain,positive
02-07-2012,"gold ends lower, but off session lows",negative
21-10-2011,MCX GOLDPETAL Dec contract up nearly 1%,positive
26-08-2016,"Gold futures up at Rs 31,197 per 10 gram",positive
09-06-2017,Gold prices down a third-straight session to lose 0.7% for the week,negative
02-08-2018,Gold prices gain as dollar eases against yen,positive
17-09-2013,"Import duty on gold, silver jewellery hiked to 15%",none
20-10-2011,"oil turns lower, gold trims loss on eu report",negative
20-09-2007,"dec. gold up 1.5%, or $10.70, at $740.20/oz in ny",positive
16-02-2012,middle-east situation may push gold prices: world gold council,positive
01-06-2015,"aug. gold down $1.10, or 0.1%, to settle at $1,188.70 on comex",negative
17-06-2011,"gold turns positive, trades at $1,537 an ounce",positive
13-08-2013,"Gold futures trading up at Rs 28,953/10g",positive
10-10-2011,"outlook on gold, silver, usdinr: way2wealth",none
13-06-2012,gold prices rises in major metros in india,positive
29-08-2018,iran's currency crisis: now it's two gold coins to rent an apartment,none
26-07-2018,Gold prices edge lower as U.S-EU trade concerns abate,negative
11-11-2014,mcx goldguinea december contract slips,negative
12-04-2017,gold touches 5-month highs on geopolitical tensions,positive
05-04-2016,"Gold futures spurt to Rs 28,496 on global cues",positive
28-12-2012,"gold falls nearly $8 friday, ends week down 0.3%",negative
18-11-2011,"gold down by rs 265, silver by rs 2,425 on weak global cues",negative
18-04-2001,Gold prices turn modestly higher as dollar index taps session lows,positive
03-07-2008,"august gold closes at $933.60/oz, down $12.90, on nymex",negative
11-01-2017,"Feb. gold climbs $11.10, or 0.9%, to settle at $1,196.60/oz",positive
11-09-2018,"Gold prices ease as US rate hike views, trade tensions boost dollar",positive
05-06-2017,Gold holds gains after U.S. data,positive
12-03-2018,lpmcl : five banks open up trillion dollar gold club,none
01-06-2014,Gold prices gain in Asia on solid China manufacturing data,positive
04-03-2015,mcx gold april may trade in rs 26000-26730 range: karvy,neutral
13-07-2009,gold rises above $920 as dollar falls against euro,positive
04-09-2013,Gold eases as investors weigh Fed stimulus cut,none
06-01-2003,"crude eases in london, but gold holds gains",positive
07-10-2013,"december gold up $6.20 at $1,316.10 an ounce",positive
27-06-2007,august gold falls 50 cents to $644.80/oz in morning trade,negative
24-04-2018,charts : gold prices hold channel as bears push towards 2018 lows,negative
02-08-2007,"gold futures post a modest gain, close below $680",positive
07-11-2016,Gold suffers biggest one-day percent loss in 5 weeks,negative
19-10-2011,Gold prices may trade higher today: Angel Commodities,positive
10-11-2014,Price rise in MCX-gold could be short-lived,positive
19-10-2009,"silver falls by rs 225, gold down by rs 20",negative
06-11-2018,etfs : october inflows to gold-backed etfs up as investors hedged risk -wgc,none
27-04-2001,"oil, gold trim losses after consumer confidence",negative
13-02-2006,"april gold closes at $542.10/oz, down $11.40 for the day",negative
22-05-2013,"june gold at $1,355.50 vs. $1,367.40 comex close",negative
09-12-2010,"gold recovers on buying at low levels, firm asian cues",positive
28-11-2017,"Gold falls to Rs 30,500 on weak global cues, tepid spot demand",negative
26-02-2013,"gold futures tap fresh intraday highs above $1,600",positive
19-02-2014,jewellery stocks up on hopes of lifting gold import curbs,none
02-06-2016,gold steady after overnight losses; fed in focus,neutral
30-03-2013,"gold edges up on stray buying, silver slides",positive
17-01-2013,`Duty hike will not reduce demand for gold ornaments',none
17-06-2011,"india gold eases with world markets, demand poor",negative
08-08-2013,"commodity bets: tips to trade gold, copper, nickel & lead",none
08-09-2004,gold futures finish higher; stocks fall,positive
26-07-2017,gold drifts lower as dollar firms ahead of fed,negative
12-08-2011,"canada stocks stuck: strong u.s. retail, weak gold",negative
15-01-2018,gold gains in asia as weaker dollar trend aids buying sentiment,positive
08-09-2006,gold prices continue lower in afternoon trading,negative
24-07-2018,mongolia's central bank buys 8.3 tons of gold,none
21-12-2016,"Gold gains on positive global cues, jewellers' buying",positive
23-01-2012,usd 1680 crucial level for gold; look to buy: ventura,none
17-08-2016,"Dec. gold trades at $1,355.10/oz in electronic trading",none
07-09-2005,silver futures end at a two-week high; gold posts small gain,positive
18-01-2012,"gold settles 0.3% higher at $1,659.90 an ounce",positive
01-08-2007,gold heads lower after a two-session win,negative
01-03-2018,"april gold down $12.70, or 1%, to settle at $1,305.20/oz",negative
25-11-2011,MCX GOLDGUINEA Jan contract trading lower,negative
24-10-2016,gold all set to record new multi-year highs from here on,positive
22-07-2015,gold rebounds in asia as investors see physical value after sharp drops,negative
07-06-2011,"gold futures gain a tad, hold above $1,500/ounce",positive
22-09-2008,gold rallies as massive rescue plan pressures dollar,positive
08-02-2016,gold futures mark highest settlement since june,positive
21-10-2013,gold prices hold near highest in a week as investors weigh stimulus,positive
17-11-2011,"gold slips from all time high, silver slumps",positive
15-11-2016,gold imports jump over two-fold to $3.5 billion in october,none
16-01-2018,gold futures mark highest finish since sept. 8,positive
22-10-2007,"dec. gold down $15.30, or 2%, at $753.10 an ounce on nymex",negative
17-08-2008,china's gold-medal secret? chinese women,none
20-08-2009,"gold down $3.6, or 0.4%, at $941.10/oz after data",negative
24-04-2003,"gold futures close up, recover prior session's loss",positive
31-08-2017,gold prices gain in asia as china caixin pmi jumps,positive
12-11-2007,dec. gold tumbles $20.20 at $814.50 an ounce on nymex,negative
30-09-2016,Gold futures mark first quarterly loss of this year,negative
26-02-2018,russia outpaces china in gold rush,none
08-01-2016,Gold slides lower as U.S. dollar recovers,negative
30-01-2014,"Look to buy gold on dips to $1,245 targeting $1,285",negative
18-09-2013,gold jumps $59 after fed holds off on taper,positive
20-03-2017,"buy gold, says t gnanasekar",none
20-06-2008,"gold futures end lower on day, but gain almost 4% on week",positive
28-03-2017,"gold, silver trade flat in morning deals",neutral
20-03-2006,"copper futures close lower, but gold climbs",negative
21-05-2014,comex gold settles lower for first time in three sessions,negative
05-11-2011,"gold, silver slip on profit-booking, global cues",negative
07-04-2003,allied advances weigh on gold,none
09-05-2017,Gold prices settle at an eight-week low,negative
25-06-2018,gold futures mark another settlement low for the year,negative
05-02-2003,gold extends slide after powell ends u.n. address,negative
07-03-2018,"gold settles lower, then extends losses in electronic trade after fed beige book",negative
20-09-2017,korea objects to curbs on gold imports,none
26-04-2010,gold futures inch up after seesaw session,positive
23-05-2018,abn amro :  gold price weakness not over yet,negative
21-01-2013,sell mcx gold feb fut below rs 30300: fortune financial,none
17-06-2011,"long gold, short silver: ur bhat, dalton capital advisors",none
17-11-2017,"government fixes sovereign gold bond rate at rs 2,961/gram",none
25-06-2016,"fuel becomes cheaper, but gold turns costlier",positive
12-09-2017,"Gold falls below Rs 31,000-mark; silver down at Rs 41,650 per kg",negative
27-12-2004,amex gold bugs index ends at highest level since dec 15,positive
03-11-2017,Gold settles at a nearly three-month low,negative
27-01-2011,"gold closes 1.1% lower at $1,318.40 an ounce",negative
19-08-2016,"Gold futures fall for the day, edge up for the week",positive
22-12-2016,gold flirts with 11-month lows after positive u.s. data,negative
19-01-2018,gold prices settle higher to cut their loss for the week,positive
27-10-2015,gold prices tick up in asia as markets await fed views on rates,positive
08-04-2011,"silver hits new high on global cues,gold moves up",positive
08-03-2013,gold imports at &#36;42 bn during apr-jan,none
14-01-2012,"Silver skids on sell-off, gold marginally up",positive
10-07-2009,gold remains down on weakening trend in global markets,negative
16-10-2017,"Gold slips but holds above $1,300; copper marks highest finish since 2014",negative
21-09-2001,two ways to play gold's 'golden cross',none
08-12-2016,"Gold prices extend decline, off 0.3% at 1,1173.40/oz.",negative
11-02-2016,Gold demand up 3% at 849 tonnes,positive
18-11-2011,"Gold steady; dollar, euro zone weigh",neutral
20-04-2018,gold futures lose roughly 0.7% for the week,negative
09-08-2018,mali : aussies have eyes on world's first fully autonomous underground gold mine in africa's mali,none
29-03-2018,gold futures slightly lower after economic data,negative
20-12-2017,Gold Prices Remain Supported on U.S. Dollar Softness,neutral
09-05-2005,"roy disney, gold allege statements made re: ceo search",none
12-04-2000,spot gold quoted at $429.00 in asia trade,positive
07-05-2013,"gold bulls split with warren buffett as traders, analysts say sell",negative
08-06-2012,"gold futures weaken on global cues, subdued spot demand",negative
30-07-2016,"gold tops rs 31,000-level after 29 months",positive
04-09-2015,gold ends week 1.1% lower after jobs report,negative
23-12-2016,"Gold settles higher, but logs 7th straight weekly drop",positive
31-05-2005,eldorado gold to buy afcan mining via stock swap,none
26-04-2001,gold turns lower and oil futures add to losses,negative
01-10-2014,"gold gains on falling stock prices, soft u.s. data",positive
02-03-2018,gold prices hold sharp gain after consumer-sentiment reading,positive
20-07-2015,"Gold crashes below Rs 25,000 in futures trade",negative
03-09-2015,Gold prices hold nearly steady in Asia ahead of key U.S. jobs report,neutral
28-08-2014,"Gold gains as Ukraine tensions heat up, shrugs off U.S. data",positive
22-03-2006,april gold falls $3.50 to $549.80/oz in morning trading,negative
25-08-2012,"Gold prices touch new high of Rs 31,300",positive
04-09-2012,"post coalgate, coal as valuable as gold",none
10-05-2017,"June gold settles at $1,218.90/oz, up $2.80, or 0.2%",positive
05-05-2006,june gold up $5 at $681.50/oz in ny,positive
24-08-2017,"Gold for December delivery off 0.2% at $1,292.2",negative
18-04-2013,"gold prices rebound from 20 month low on fresh buying, global cues",positive
12-11-2010,a mad gold pitch is a sign of the times,none
20-10-2004,"dec gold up $3.20, closes at a 6-mo high of $424.80",positive
10-04-2018,Gold prices to trade volatile today: Angel Commodities,none
23-07-2012,IDBI mutual launches Gold FoF,none
19-01-2005,gold futures tap one-week high,positive
14-11-2018,x8 : this sharia compliant cryptocurrency is backed by gold and 8 fiats,none
05-12-2007,feb. gold ends down $3.90 at $803.70 an ounce on nymex,negative
15-12-2004,gold futures close above $442 at one-week high,positive
27-03-2013,"april gold up $10.50, or 0.7%, at $1,606.20/oz",positive
01-02-2019,Gold rates,none
11-03-2005,kinross gold cut to 'neutral' at ubs,none
02-08-2016,"December gold gains $13, or 1%, to settle at $1,372.60/oz.",positive
14-06-2010,be wary of the gold bugs,none
04-05-2007,copper and silver: every bit as bright as gold,positive
04-04-2012,"gold adds to losses, off 3.2% at $1,618.59/oz",negative
05-10-2017,us tax reforms putting pressure on gold prices,none
09-06-2008,gold futures up $8.60 at $904.00 an ounce,positive
19-02-2009,"gold ends down $1.60, or 0.2%, at $976.10 an ounce",negative
12-10-2011,"gold price seen averaging $1,770 in q4: gfms",neutral
07-07-2011,strike shuts down world's largest gold mine,negative
31-12-2013,"Gold futures down at Rs 27,620 per 10 gm",negative
18-07-2016,"Gold futures fall to Rs 31,323 on weak global cues",negative
09-12-2016,Stillwater's stock soars in active trade after buyout deal with Sibanye Gold,none
19-08-2016,"Dec. gold settles at $1,346.20/oz for the session, down $11, or 0.8%",negative
04-08-2017,"December gold down 0.4% at $1,267/oz.",negative
13-01-2017,"Gold extends early, modest losses after economic data, off $2.30, or 0.2%, at $1,197.60/oz.",negative
15-06-2017,Gold settles at three-week low as Fed interest-rate hike lifts the dollar,negative
26-07-2018,gold steady as dollar eases after u.s.-eu trade talks,neutral
28-10-2018,"Gold investment demand returns, but rising dollar is a major hurdle",none
12-02-2004,gold futures end the session above $414,none
11-08-2005,dec gold climbs to a 7-week high above $448/oz,positive
07-12-2005,gold etfs up in early action,positive
06-03-2013,Gold eases on investment selling,positive
15-03-2017,"Prices for gold climb, oil gains more ground after Fed's interest-rate decision",positive
09-08-2016,Gold and silver futures trading coming to London exchange in early 2017,none
28-09-2011,"gold, silver decline on profit-selling",negative
05-08-2015,"december gold sheds $5.10, or 0.5%, to settle at $1,085.60 an ounce",positive
21-05-2003,gold prices climbs for a sixth day,positive
16-03-2017,Gold rallies to highest finish in two weeks,positive
02-09-2013,Gold falls on heavy selling; silver spurts on fresh demand,negative
12-12-2017,"Gold futures fall to Rs 28,178 on weak global cues",negative
29-08-2011,Gold futures succumbs to profit-taking,none
07-10-2016,Gold surges Rs 80 in futures trade on global cues,positive
04-01-2007,feb. gold down $1.80 at $628/oz in afternoon trading,negative
28-09-2010,"gold ends at $1,308.30, a fresh record",none
08-12-2006,gold futures ends the week 3% lower,negative
24-10-2016,Gold settles lower as dollar taps 8-month high,negative
27-06-2016,"Gold futures jump to Rs 31,922 per 10 gm",positive
27-04-2017,are you going for physical gold or paper gold thisï¿½akshayaï¿½tritiya?,none
26-10-2017,Gold prices mark lowest settlement since early August,negative
02-11-2016,Gold extends gain after ADP private-sector payrolls data,positive
13-10-2016,Gold slightly pares gains after jobless-claims report,positive
13-06-2018,"gold ends with modest gain, then falls under $1,300 in electronic trade after fed decision",positive
18-10-2012,"gold prices extend gains, importers wary",positive
11-11-2011,on the hunt for cost-savvy gold miners,none
26-10-2017,Gold drops to lowest finish since early August as dollar rallies to 3-month high,negative
24-08-2010,"gold turns positive, trades at $1,231.40 an ounce",positive
07-04-2017,"June gold futures up $11.50, or 0.9%, to $1,264.80 an ounce",positive
19-01-2018,bitcoin slump drives up investors' appetite for gold,none
13-05-2015,finmin to float discussion paper on gold monetisation plan,none
05-08-2011,oil down 9.2%; gold gains 1.3% on week,positive
13-08-2004,"gold futures end up for the day, down for the week",positive
21-09-2016,Gold futures end at highest level since Sept. 9 ahead of FOMC decision,positive
13-09-2013,Trading partners unlikely to take India's gold import curbs lightly,none
26-07-2012,gold jumps more than $10 as draghi boosts euro,positive
15-08-2017,"Dec. gold drops $10.70, or 0.8%, to settle at $1,279.70/oz",negative
01-03-2006,april gold futures close at highest level since feb. 9,positive
09-07-2014,Gold gains as dollar weakens ahead of Fed policy meeting minutes,positive
13-01-2005,feb gold falls $1.60 to $425/oz in afternoon dealings,negative
08-09-2010,gold futures edge lower as europe worries fade,negative
24-03-2008,april gold down $4.90 to $915.10 an ounce on nymex,negative
27-09-2011,gold gain after biggest 3-day drop spur investor concern,positive
03-05-2010,"oil, gold pare gains after april ism factory index",positive
12-09-2017,"Gold, silver decline further on global cues",negative
18-12-2001,gold futures prices top $280 an ounce,positive
05-03-2015,"gold ends below $1,200, down four straight sessions",negative
03-05-2017,Kinross Gold upgraded to outperformer from neutral at CIBC,none
27-09-2011,"gold loses pricey tag, futures exchange comex raises margins on gold and silver.",none
02-11-2004,spot gold trading at $420.50 in asia,positive
13-10-2015,buy mcx gold dec; target rs 26945/27070: way2wealth,none
07-05-2018,"Gold rises to Rs 32,180; silver jumps by Rs 100/kg",positive
27-10-2016,Gold ends higher as economic data raise uncertainty for interest-rate hike,positive
12-06-2014,comex gold settles at a nearly three-week high,positive
10-04-2018,gold to platinum ratio hits all time highs,none
02-11-2017,"December gold trades 0.1% lower at $1,275.80/oz.",negative
14-02-2007,benchmark mf hopes for gold etf,none
12-03-2018,Gold Prices Turn Lower as Sentiment Remains Supported,positive
06-01-2006,gold prices top $540 in afternoon dealings,positive
06-02-2017,Gold miner ETF rises as futures look at highest settlement in 3 months,positive
19-11-2018,"Commodity outlook: Gold may see low-level buying, crude to stabilise",negative
30-08-2017,"Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz",negative
02-06-2011,"gold steady on greek crisis, us growth concerns",neutral
16-11-2011,MCX GOLD Dec contract down marginally,negative
29-09-2000,moody's may upgrade ratings on gold kist,none
30-04-2014,gold prices dip in asia with many markets shut for may 1 holiday,negative
13-03-2013,"gold prices up by rs 125 to regain rs 30,000 level",positive
26-07-2016,Impending gold production cliff' may deliver a jolt to prices,none
01-02-2006,"gold, silver pull back from their more than two-decade highs",negative
12-11-2007,"oil, gold lower on saudi hints of opec production hike",negative
08-09-2009,"gold reverses gains, down 0.1% to $995.40 an ounce",negative
28-12-2006,pilgrim's pride says 89% of gold kist shares tendered,none
11-01-2012,"gold up by rs 80 on global cues, silver rises by rs 750",positive
19-12-2017,gold prices gain slightly in asia as us tax cuts hit slight snag,positive
06-01-2015,gold gains for third session as stocks wobble,positive
28-08-2013,"dec. gold down 40 cents at $1,419.80/oz",negative
08-12-2011,MCX GOLDGUINEA Dec contract gains,positive
01-03-2017,"April gold settles at $1,250/oz, down $3.90, or 0.3%",negative
27-10-2010,"dec. gold climbs $4.10 to $1,326.70/oz on globex",positive
29-09-2005,dec gold rises above $475/oz for the first time in a week,positive
31-01-2019,India's 2019 gold demand forecast at 750-850 T: WGC,none
12-06-2012,gold trades flat; traders seek price direction,neutral
15-11-2010,"gold futures pare loss; down $1.30 at $1,364.20",negative
30-03-2005,gold outpaced in metals rally,none
21-09-2017,"Dec. gold drops $21.60, or 1.6%, to settle at $1,294.80/oz",negative
08-11-2016,"Dec. gold falls $4.90, or 0.4%, to settle at $1,274.50/oz",negative
01-08-2017,"gold slides by rs 120 on global cues, fall in demand",negative
05-03-2015,"april gold settles at $1,196.20/oz, down $4.70, or 0.4%, on comex",negative
04-05-2011,"gold ends 1.6% lower at $1,515.30 an ounce",negative
24-08-2011,"gold drops more than 4%, falls below $1,800",negative
24-04-2013,"Gold slips further, silver eases",negative
23-08-2004,"gold slips, pressured by dollar gains",negative
15-11-2018,Gold futures recover Rs 44 on fresh positions,positive
03-05-2006,gold sheds early gains as dollar rises,positive
31-05-2017,"June gold at $1,274.60/oz in electronic trade vs. $1,275.40 settlement",none
18-07-2017,"Gold recaptures Rs 29,000-mark; silver climbs to Rs 38,500",positive
24-10-2017,"gold edges up, but stuck in tight range",positive
18-06-2003,companhia vale do rio doce sells gold mine for $20.9m,none
23-11-2016,"Dec. gold drops $21.90, or 1.8%, to settle at $1,189.30/oz",negative
21-12-2015,"february gold settles $15.60, or 1.5%, higher at $1,080.60/oz",positive
09-05-2018,gold heads modestly lower less than an hour ahead of comex settlement,negative
23-05-2016,Gold inches up but lingers near 3-week low on Fed rate views,positive
17-10-2017,"scientists witness huge cosmic crash, find origins of gold",none
29-08-2016,"Dec. gold settles at $1,327.10/oz, up $1.20, or less than 0.1%",positive
28-06-2018,gold futures end lower for a fourth straight session,negative
27-08-2015,mcx goldm october contract trades lower,negative
03-12-2018,"g20 summit - key takeaways & potential impact on dollar, gold, and stock markets",positive
29-06-2015,mcx goldm august contract trades higher,positive
30-06-2008,"gold futures fall, but gain almost 11% year to date",positive
20-01-2005,feb gold down 60c at $422.70/oz in afternoon dealings,negative
01-11-2012,"indian gold importers at bay, eyeing u.s. data",none
22-08-2018,gold output in key countries to slump to 'generational' lows - report,none
14-11-2018,china : the way ahead for china's gold market,none
04-03-2006,"metal mania: silver scales new peak of rs 14,375, gold follows",positive
07-12-2011,"gold up by rs 160, sliver by rs 700 on fresh procurement",positive
17-08-2017,"December gold up 0.6% at $1,290.60/oz.",positive
21-02-2013,gold languishes near seven-month low on fed worries,negative
13-07-2017,Gold snaps 3-session win streak,negative
30-05-2012,"experts bearish on gold, crude, lead; bullish on copper",none
11-02-2015,when will gold finally bottom out?,none
23-04-2012,"gold, safe haven for investors, says smc global",none
12-06-2014,Gold gains on safe-haven demand as Iraqi unrest escalates,positive
04-07-2016,MCX gold gains bullish momentum,positive
04-01-2007,"correct: feb. gold down $3.60, ends at 2-wk low of $626.20",negative
28-08-2018,"commerzbank : gold to reclaim $1,300 an ounce by the end of 2018",none
19-10-2017,Gold finishes higher after posting declines in the last 3 sessions,positive
21-03-2014,gold is beating nearly every investment this year,none
24-08-2016,Gold futures drop to a 1-month low as Yellen watch continues,negative
14-06-2013,gold falls as investors cut etf holdings on stimulus outlook,negative
22-01-2018,"feb. gold settles at $1,331.90/oz on comex, down $1.20, or nearly 0.1%",negative
28-01-2012,gold: will you feel the pinch of the new custom duty?,none
01-10-2010,"spot gold hits record $1,318.40/oz in europe trade",positive
14-12-2012,govt lowers import tariff value of gold to usd 550/10 gm,none
16-09-2016,"Gold futures log lowest finish since June, down 1.8% for the week",negative
06-12-2017,gold prices ease despite slightly weaker dollar,positive
12-09-2001,"gold losses mount: off 2% at $1,822.30/oz.",negative
22-02-2018,Gold Prices Remain Under Pressure After Upbeat U.S. Data,none
12-10-2011,India gold rises 1%; festivals prop up demand,positive
06-02-2018,intl fc stone : an efficient and effective platform for accessing physical gold,none
22-10-2017,gold prices down in asia on monday as dollar gains,negative
13-02-2012,gold futures slip on profit-booking by speculators,negative
16-03-2017,traders divided on gold gst rate,none
05-09-2016,"gold conflicted by fed rate hike talk, could rally in case of a trump victory",none
28-09-2001,"Dec. gold gains 60 cents, or less than 0.1%, to $1,288.40/oz",positive
03-08-2016,gold futures up 0.11% on global cues,positive
22-03-2012,Gold deposits found in J&K,none
13-06-2007,"august gold turns lower again, down $1.10 to $652/oz",negative
31-12-2012,"Gold futures up at Rs 31,226 per 10 grams",positive
10-05-2011,"gold, silver extend rebound, settle higher",positive
27-05-2015,"june gold down $1.30, or 0.1%, to settle at $1,185.60/oz on comex",negative
06-02-2017,Gold futures log highest settlement since Nov. 10,positive
15-10-2009,gold falls as dollar rebounds vs. most rivals,negative
23-04-2018,Gold slips to two-week low as rising bond yields support dollar,negative
22-06-2017,"gold tallies back-to-back gains, and claws out from 5-week low",positive
04-01-2017,"gold climbs rs 200 on global cues, silver regains rs 40k-mark",positive
28-09-2017,Gold remains slightly lower after economic data,negative
08-02-2018,cryptocurrencies may rival gold as a store of value - marketing analyst,none
10-10-2018,gold cot myth debunked - speculators are usually right,none
29-05-2012,gold imports may halve on high prices in may,none
15-07-2011,investing carries risks - even for gold,none
29-11-2006,dec. gold falls 50 cents to $636.80/oz in afternoon trading,negative
28-02-2018,"gold overlooked, ignored & shunned, despite a great technical picture & upside potential",positive
18-11-2004,"spot gold quoted at $442, down 10 cents from new york",negative
18-02-2013,bearish on gold; see support at &#36;1600/ounce: barratt,positive
13-04-2007,june gold settles up $10.20 at $689.90/ounce on nymex,positive
15-09-2017,Gold prices suffer first weekly loss in a month,negative
13-03-2012,"gold ends 0.3% lower at $1,694.20 an ounce",negative
11-08-2005,gold futures climb to a four-session high,positive
05-09-2017,"Dec. gold gains $14.10, or 1.1%, to settle at $1,344.50/oz",positive
19-06-2018,"blackrock : there is still a case for gold, just at a lower exposure",negative
30-03-2012,Gold imports up 14% in FY'11 at 969 tonnes,none
27-01-2011,"gold reverses lower, trades near multimonth lows",negative
17-02-2012,"Gold futures up at Rs 28,169/10 grams",positive
31-08-2009,dec. gold falls 0.6% to end at $953.50 an ounce,negative
28-04-2006,ubs ups '06 gold price forecast 12% to $630/ounce,none
01-12-2017,commerce secretary for review of import duty on gold,none
25-06-2018,"gold recovers early lost ground, back around $1270 level",positive
14-03-2013,spot gold prices trading mixed,neutral
04-10-2017,"Dec. gold settles at $1,276.80/oz, up $2.20, or 0.2%",positive
23-11-2017,Gold is expected to trade positive: Sushil Finance,positive
22-09-2008,"gold leaps $44.30, or 5.1%, to close at $909 an ounce",positive
22-01-2018,is gold on the verge of breaking out?,none
01-12-2017,Feb. gold contract ends with a weekly loss of roughly 0.7%,negative
23-04-2000,june gold falls $1.10 to $694.70/oz in ny,negative
09-10-2006,gold boosted by safe-haven demand,positive
13-10-2011,"gold, silver decline on profit selling",negative
18-12-2017,Gold Prices Edges Higher as U.S. Dollar Pulls Back,negative
05-04-2013,sell-off in gold to continue: anand rathi's ram pitre,none
09-05-2018,gold futures log a modest decline for a third straight session,negative
03-10-2016,Gold futures end at 2-week low as dollar gets a boost,negative
28-06-2012,"gold ends 1.7% lower at $1,550.40 an ounce",negative
28-11-2014,November gold imports likely to rise on expectation of curbs,none
17-09-2008,gold etf gains 8% on record trading volume,positive
12-09-2017,Gold prices settle lower for a second-straight session,negative
29-09-2017,"gold, silver to trade sideways on friday; here's why",neutral
26-06-2003,gold prices close more than $5 lower,negative
14-11-2011,buy gold on every dip: kaushal jaini,negative
17-09-2018,gold speculators cut back on their bearish bets this past week,negative
13-01-2016,"gold weakens on subdued demand, global bearishness",negative
05-06-2017,Gold marks second-straight session gain,positive
18-07-2016,"gold hits 2-week low, global cues, subdued demand hurt",negative
03-06-2012,Gold shines amid global commodity sell-off,positive
13-12-2012,revenue intelligence raided gold importers for importing gold from thailand at 1% duty,none
26-01-2017,"Feb. gold settles at $1,189.80/oz, down $8, or 0.7%",negative
27-09-2010,"gold close at record, but below $1,300 an ounce",negative
11-08-2010,gold posts gains as floor trading winds down,positive
20-11-2015,"gold ends lower, logs fifth weekly loss in a row",negative
20-11-2017,"Gold tumbles, tracking dollar amid German political uncertainty",negative
04-09-2014,"Gold futures rise to Rs 27,790 on global cues",positive
29-08-2017,"gold, silver trade higher on rising geopolitical tensions",positive
26-05-2011,"gold settles 0.3% lower to $1,522.80 an ounce",negative
21-10-2015,buy mcx gold dec; target rs 27245/27370 : way2wealth,none
10-07-2013,supply tightens; gold borrowing rates hit 2009 highs,positive
04-05-2000,gold and silver stocks in relief rally,positive
24-05-2017,"June gold pulls back to $1,251.20/oz in electronic trade, down from session's finish",negative
04-03-2015,"Gold futures up at Rs 26,450 on global cues",positive
04-06-2013,"RBI extends curbs on gold imports to agencies, trading houses",none
20-06-2007,august gold down 90 cents at $663.80 an ounce on nymex,negative
27-11-2007,"gold sinks 2% as dollar rises, crude oil slumps",negative
29-09-2017,"Dec. gold down $3.90, or 0.3%, for the session to settle at $1,284.80/oz",negative
23-12-2002,"bay street gains; gold, energy strong",positive
10-08-2013,Gold dips on muted demand; silver ends at 2-month high,negative
18-08-2006,dec. gold falls 10 cents to $625.20/oz in morning trading,negative
